S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
14,2014,HYUNDAI SONATA GLS,43265,5NPEB4AC8EH859590,EQUITY AUTO CENTER LLC,"$11,200 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,PREMIER HYUNDAI OF OAKLAND,"$11,300 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$11,300 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
15,2014,BMW X5 35I XDRIVE 35I XDRIVE,35265,5UXKR0C50E0H25869,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$37,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
16,2014,NISSAN SENTRA SV,42902,3N1AB7AP4EL652328,,,,,STG AUTO GROUP,"$10,400 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
17,2014,HYUNDAI SANTA FE FWD GLS,37015,KM8SM4HF8EU037242,PREMIER AUTO CENTER,"$17,500 ","1223 N Batavia St Orange, CA 92867-4612",714-289-4500,PREMIER AUTO CENTER,"$17,500 ","1223 N Batavia St Orange, CA 92867-4612",714-289-4500,,,,
18,2014,HYUNDAI ACCENT GLS,43606,KMHCT4AE4EU688103,,,,,SUPERIOR AUTO BROKERS,"$8,500 ","2716 El Portal Dr San Pablo, CA 94806",(510) 758-5701,,,,
19,2014,HYUNDAI ACCENT GLS,37548,KMHCT4AE9EU601635,,,,,AUTO GALLERY INC,"$8,900 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,,,,
20,2014,HYUNDAI VELOSTER,38273,KMHTC6AD7EU193428,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$11,500 ",N/A,N/A,,,,
21,2014,VOLKSWAGEN JETTA SE,36423,3VWD17AJ9EM240194,PEORIA VOLKSWAGEN,"$10,300 ","8801 W Bell Rd Peoria, AZ 85382",(623) 875-4000,PEORIA VOLKSWAGEN,"$10,300 ","8801 W Bell Rd Peoria, AZ 85382",(623) 875-4000,,,,
22,2014,HYUNDAI SONATA GLS,43567,5NPEB4AC0EH901668,PREMIER HYUNDAI OF OAKLAND,"$11,200 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$11,200 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
23,2014,NISSAN MAXIMA 3.5 S,39991,1N4AA5AP0EC440824,PREMIER HYUNDAI OF OAKLAND,"$13,500 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$13,500 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
24,2014,TOYOTA CAMRY 4C SE,42666,4T1BF1FK5EU379031,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$13,700 ",N/A,N/A,,,,
25,2014,VOLKSWAGEN BEETLE 4C 1.8T,36127,3VWF17AT3EM636163,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$10,000 ",N/A,N/A,,,,
26,2014,NISSAN VERSA NOTE SV,37473,3N1CE2CP6EL410950,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$8,900 ",N/A,N/A,,,,
27,2014,JEEP PATRIOT FWD 4C SPORT,38575,1C4NJPBA5ED779655,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$8,900 ",N/A,N/A,,,,
28,2014,MAZDA MAZDA5 SPORT,39829,JM1CW2BL5E0171994,,,,,KARENS AUTO FINANCE,"$10,200 ",Not applicable,Not applicable,,,,
29,2014,TOYOTA CAMRY 4C SE,44818,4T1BF1FK9EU400365,TOYOTA OF ESCONDIDO,"$13,300 ","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,TOYOTA OF ESCONDIDO,"$13,300 ","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
30,2014,TOYOTA CAMRY 4C L,45390,4T1BF1FK7EU845171,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$13,400 ",N/A,N/A,,,,
31,2014,TOYOTA CAMRY 4C SE,43548,4T1BF1FK5EU438014,TOYOTA OF ESCONDIDO,"$13,400 ","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,WESTERN MOTORS/AIDE RENT A CAR,"$13,700 ",N/A,N/A,,,,
32,2014,CHRYSLER 200 4C TOURING,40160,1C3BCBEB6EN157990,,,,,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$10,100 ",N/A,N/A
33,2015,TOYOTA RAV4 AWD XLE,31248,2T3RFREV3FW264820,,,,,,,,,DCH TOYOTA OF TORRANCE,"$19,500 ","2909 Pacific Coast Hwy Torrance, CA 90505",(310) 325-7500
34,2015,BMW X5 35I XDRIVE,25094,5UXKR0C54F0K67140,FIRST UNION AUTO LLC,"$43,000 ","3800 N Henry Blvd, Stockbridge, GA 30281",(404) 918-6717,FIRST UNION AUTO LLC,"$43,000 ","3800 N Henry Blvd, Stockbridge, GA 30281",(404) 918-6717,,,,
,,,,,MIRAMAR CAR CENTER,"$42,750 ","9799 Miramar Rd San Diego, CA 92126",(858) 536-8142,,,,,,,,
35,2015,MERCEDES S550V S550,18365,WDDUG8CBXFA135598,MOHAMMAD ALGHAMDI FOR,"$76,500 ",NOT APPLICABLE,NOT APPLICABLE,SUPER AUTO BROKERS,"$76,750 ","2716 El Portal Dr San Pablo, CA 94806",(510) 758-5701,,,,
,,,,,SUPER AUTO BROKERS,"$76,750 ","2716 El Portal Dr San Pablo, CA 94806",(510) 758-5701,,,,,,,,
,,,,,AUTO JUNCTION INC,"$74,750 ","1015 N Scottsdale Rd Tempe, AZ 85281",(480) 377-0552,,,,,,,,
36,2015,VOLKSWAGEN PASSAT 4C WOLFSBURG,33775,1VWAT7A32FC039349,PEORIA VOLKSWAGEN,"$12,300 ","8801 W Bell Rd Peoria, AZ 85382",(623) 875-4000,PEORIA VOLKSWAGEN,"$12,300 ",,,,,,
37,2014,BMW 328I XDRIVE 328I XDRIV,29200,WBA3B5C53EF959194,BOISE VOLKSWAGEN AUDI,"$25,000 ",NOT APPLICABLE,(877) 649-7974,,,,,BOISE VOLKSWAGEN AUDI,"$25,000 ",NOT APPLICABLE,(877) 649-7974
38,2015,MERCEDES C300W C300,20151,55SWF4JB5FU071543,INITIAL MOTORS INC,"$28,500 ","2112 Lee Ave, South El Monte, CA 91733",(626) 575-9997,INITIAL MOTORS INC,"$28,500 ","2112 Lee Ave, South El Monte, CA 91733",(626) 575-9997,,,,
39,2015,TOYOTA CAMRY 4C SE,30812,4T1BF1FK0FU005007,,,,,DCH TOYOTA OF TORRANCE,"$16,000 ","2909 Pacific Coast Hwy Torrance, CA 90505",(310) 325-7500,,,,
